day,hour,minute,relativeTime,B6_M_TIMESTAMP,B6_M_AVG,B6_M_SEM,B6_M_QRT,B6_M_SAMPLES,B6_M_12_3400,B6_M_12_3401,B6_M_12_3402,B6_M_12_3403,B6_M_12_3404,B6_M_12_3405,B6_M_12_3406,B6_M_12_3407
0,10,47,38820,2025-10-14T10:47:00.000-0400,1.649167914,0.98630704,"[0.102213033,0.8306776272499999,1.5591422215,2.28760681575,3.01607141,0.102213033,3.01607141]",1884,2.189979411,1.962495789,0.262787698,0.102213033,1.952773548,1.6807018,2.026320625,3.01607141
0,10,48,38880,2025-10-14T10:48:00.000-0400,1.728147792,1.071629815,"[0.0,0.90686318275,1.8137263655,2.72058954825,3.627452731,0.0,3.627452731]",1935,0.907895551,1.44270513,2.08799823,1.790456349,0.0,2.44582782,1.522846525,3.627452731
0,10,49,38940,2025-10-14T10:49:00.000-0400,2.223147448,1.19559874,"[0.582630829,1.420847998,2.259065167,3.097282336,3.935499505,0.582630829,3.935499505]",1911,3.780592416,1.009604102,2.12149454,1.692265808,0.582630829,2.041065035,3.935499505,2.622027349
0,10,50,39000,2025-10-14T10:50:00.000-0400,1.607013897,0.68839971,"[0.276964088,0.82590379675,1.3748435055,1.92378321425,2.472722923,0.276964088,2.472722923]",1860,2.472722923,1.722695541,0.276964088,1.88463329,1.445484998,1.019113162,2.020066618,2.014430552
0,10,51,39060,2025-10-14T10:51:00.000-0400,1.560681371,0.832725598,"[0.0,0.62244170225,1.2448834045,1.8673251067499999,2.489766809,0.0,2.489766809]",1874,2.489766809,1.524915404,2.235467293,2.010179494,0.0,1.83421236,0.668751162,1.722158446
0,10,52,39120,2025-10-14T10:52:00.000-0400,1.177708557,0.910497196,"[0.0,0.59619215975,1.1923843195,1.7885764792499999,2.384768639,0.0,2.384768639]",1846,0.0,2.125829965,1.431967866,2.384768639,0.0,0.644352466,1.094020013,1.740729506
0,10,53,39180,2025-10-14T10:53:00.000-0400,1.549280228,1.037637067,"[0.082894962,0.7638472395,1.4447995169999999,2.1257517945,2.806704072,0.082894962,2.806704072]",1930,2.622178071,2.131832534,0.082894962,2.806704072,1.405996125,2.068994892,1.063735078,0.211906091
0,10,54,39240,2025-10-14T10:54:00.000-0400,1.833498308,1.131331038,"[0.057659324,0.91769065275,1.7777219815,2.63775331025,3.497784639,0.057659324,3.497784639]",1935,2.175614874,2.726957761,3.497784639,1.508702139,0.057659324,0.496877148,2.307326935,1.897063643
0,10,55,39300,2025-10-14T10:55:00.000-0400,2.13263917,1.24870472,"[0.188219027,1.13218339175,2.0761477565,3.02011212125,3.964076486,0.188219027,3.964076486]",1904,2.404447938,3.964076486,0.68664361,2.481191348,0.188219027,1.551218681,2.905557415,2.879758853
0,10,56,39360,2025-10-14T10:56:00.000-0400,1.859281917,1.195220252,"[0.205644403,1.12479479725,2.0439451915,2.96309558575,3.88224598,0.205644403,3.88224598]",1954,0.205644403,2.422862108,1.077856535,1.513061039,1.271666902,1.392114363,3.108804003,3.88224598
0,10,57,39420,2025-10-14T10:57:00.000-0400,1.451896154,0.924020782,"[0.023425553,0.6086045400000001,1.1937835270000001,1.7789625140000003,2.364141501,0.023425553,2.364141501]",1941,2.091362908,1.144088389,1.953142682,2.364141501,0.023425553,2.340558796,1.494562796,0.203886604
0,10,58,39480,2025-10-14T10:58:00.000-0400,1.329141973,0.694123274,"[0.467177064,0.8717799234999999,1.2763827829999999,1.6809856424999998,2.085588502,0.467177064,2.085588502]",1926,0.501369808,1.694084421,0.467177064,1.673276461,0.552786909,2.085588502,1.922540918,1.736311704
0,10,59,39540,2025-10-14T10:59:00.000-0400,1.835152072,0.56615328,"[0.96905324,1.41794825325,1.8668432665,2.31573827975,2.764633293,0.96905324,2.764633293]",1936,1.280834124,2.764633293,2.254976074,1.556514561,0.96905324,1.935630565,1.842909332,2.076665389
0,11,0,39600,2025-10-14T11:00:00.000-0400,1.53718006,0.864944397,"[0.615968846,1.1865968865,1.7572249270000002,2.3278529675,2.898481008,0.615968846,2.898481008]",1942,0.615968846,1.678295915,0.63785921,2.5668276,1.664036829,1.491298298,2.898481008,0.744672776
0,11,1,39660,2025-10-14T11:01:00.000-0400,2.078303972,0.892772555,"[0.63997928,1.26873325025,1.8974872205,2.52624119075,3.154995161,0.63997928,3.154995161]",1894,2.022655178,3.154995161,1.875739696,1.799254833,1.237919034,3.02028059,0.63997928,2.875608003
0,11,2,39720,2025-10-14T11:02:00.000-0400,1.176547599,0.830666606,"[0.260085339,0.825953706,1.391822073,1.95769044,2.523558807,0.260085339,2.523558807]",1899,0.911197537,0.418013844,2.523558807,1.460946806,0.260085339,0.343676226,1.974941116,1.51996112
0,11,3,39780,2025-10-14T11:03:00.000-0400,1.472892756,1.145339451,"[0.067383523,0.8742735225,1.6811635219999999,2.4880535215,3.294943521,0.067383523,3.294943521]",1945,1.47901807,3.294943521,1.353667183,1.869348502,0.067383523,0.918325036,2.70363843,0.096817785
0,11,4,39840,2025-10-14T11:04:00.000-0400,1.412656429,1.272719085,"[0.0,1.06098107025,2.1219621405,3.18294321075,4.243924281,0.0,4.243924281]",1880,4.243924281,1.5609092,1.101788079,0.325047799,0.0,1.253909936,1.419320529,1.396351611
0,11,5,39900,2025-10-14T11:05:00.000-0400,1.807969022,1.416466324,"[0.560186188,1.6619283325,2.763670477,3.8654126214999995,4.967154766,0.560186188,4.967154766]",1928,1.883402442,1.94815687,0.632348397,1.928737887,0.76669339,4.967154766,0.560186188,1.777072238
0,11,6,39960,2025-10-14T11:06:00.000-0400,0.890928557,0.919751282,"[0.0,0.66998243475,1.3399648695,2.00994730425,2.679929739,0.0,2.679929739]",1917,1.652203155,0.168936826,0.557121597,0.170092128,0.0,0.642492315,2.679929739,1.256652693
0,11,7,40020,2025-10-14T11:07:00.000-0400,1.455557367,0.94475278,"[0.091017622,0.69408703775,1.2971564535000002,1.9002258692500003,2.503295285,0.091017622,2.503295285]",1848,0.730035957,1.8403397,2.503295285,2.288110151,0.091017622,1.875823933,0.272820367,2.043015924
0,11,8,40080,2025-10-14T11:08:00.000-0400,1.681187568,1.260904517,"[0.178122996,1.0832537315,1.988384467,2.8935152024999997,3.798645938,0.178122996,3.798645938]",1903,0.178122996,3.798645938,0.208029157,0.852068142,1.638006965,1.673255052,2.464923157,2.636449137
0,11,9,40140,2025-10-14T11:09:00.000-0400,1.427051026,1.092411282,"[0.143954073,0.9658392115,1.78772435,2.6096094885000003,3.431494627,0.143954073,3.431494627]",1938,1.451496616,3.431494627,2.186236468,1.459360362,0.143954073,0.160406157,1.776698047,0.80676186
0,11,10,40200,2025-10-14T11:10:00.000-0400,1.428627805,1.360364249,"[0.187389272,1.2324067635000002,2.277424255,3.3224417465,4.367459238,0.187389272,4.367459238]",1947,0.187389272,0.389933024,1.058005366,2.028744353,0.552991059,0.956672915,4.367459238,1.887827216
0,11,11,40260,2025-10-14T11:11:00.000-0400,1.093437849,1.193903761,"[0.0,0.90847190725,1.8169438145,2.72541572175,3.633887629,0.0,3.633887629]",1859,1.197321001,0.03286197,0.0,0.69605268,1.137211901,1.740472977,0.309694635,3.633887629
0,11,12,40320,2025-10-14T11:12:00.000-0400,1.748555593,0.752569152,"[0.347135247,0.9598289040000001,1.5725225610000002,2.1852162180000003,2.797909875,0.347135247,2.797909875]",1868,1.479990511,1.344409562,1.671231569,2.032068616,0.347135247,2.797909875,2.506085054,1.809614311
0,11,13,40380,2025-10-14T11:13:00.000-0400,2.324778145,1.710060232,"[0.621741835,1.8404378490000002,3.059133863,4.277829877,5.496525891,0.621741835,5.496525891]",1853,1.36876631,3.600014202,1.963459003,0.900300834,5.496525891,1.138392022,3.509025059,0.621741835
0,11,14,40440,2025-10-14T11:14:00.000-0400,1.218840308,1.239342763,"[0.0,0.988019074,1.976038148,2.964057222,3.952076296,0.0,3.952076296]",1895,0.595975514,0.818758752,1.865634508,1.273038989,0.0,0.862804004,3.952076296,0.382434405
0,11,15,40500,2025-10-14T11:15:00.000-0400,1.599381722,0.765541098,"[1.048781675,1.63568371225,2.2225857495000003,2.80948778675,3.396389824,1.048781675,3.396389824]",1855,1.108366533,1.19804678,1.288496822,1.423046981,1.541065344,1.790859815,3.396389824,1.048781675
0,11,16,40560,2025-10-14T11:16:00.000-0400,1.336142998,0.954346806,"[0.0,0.57799057675,1.1559811535,1.73397173025,2.311962307,0.0,2.311962307]",1937,0.0543146,1.649391736,1.754505579,2.311962307,0.0,0.674861815,1.965365813,2.278742134
0,11,17,40620,2025-10-14T11:17:00.000-0400,1.166448816,1.229259627,"[0.0,0.96012988775,1.9202597755,2.88038966325,3.840519551,0.0,3.840519551]",1893,1.10613572,1.473931444,0.323417357,1.442812912,0.0,0.084936437,3.840519551,1.059837108
0,11,18,40680,2025-10-14T11:18:00.000-0400,1.719958071,1.165570774,"[0.285295274,1.1825117155,2.079728157,2.9769445985000003,3.87416104,0.285295274,3.87416104]",1869,1.218701277,2.583038441,2.293838463,1.78277169,0.285295274,0.807416338,3.87416104,0.914442048
0,11,19,40740,2025-10-14T11:19:00.000-0400,1.385615444,0.893853857,"[0.15296105,0.8628704192500001,1.5727797885,2.28268915775,2.992598527,0.15296105,2.992598527]",1903,1.247798053,2.992598527,1.350021062,0.15296105,1.360009835,1.324342625,2.182943482,0.474248918
0,11,20,40800,2025-10-14T11:20:00.000-0400,1.008528773,1.109318061,"[0.0,0.78988048475,1.5797609695,2.36964145425,3.159521939,0.0,3.159521939]",1864,0.0,0.55181262,1.277990092,1.216857315,0.0,1.830040231,3.159521939,0.032007986
0,11,21,40860,2025-10-14T11:21:00.000-0400,1.47565203,1.095687262,"[0.0,0.737659847,1.475319694,2.212979541,2.950639388,0.0,2.950639388]",1886,1.71575537,2.950639388,0.0,0.173423491,1.029835723,1.684194129,2.903438318,1.34792982
0,11,22,40920,2025-10-14T11:22:00.000-0400,1.668733415,0.89892553,"[0.0,0.755141311,1.510282622,2.265423933,3.020565244,0.0,3.020565244]",1884,1.785919104,1.924357245,1.570547015,1.893300941,0.911035275,0.0,3.020565244,2.244142497
0,11,23,40980,2025-10-14T11:23:00.000-0400,1.489173475,1.637929404,"[0.02900912,1.19420455725,2.3593999945,3.52459543175,4.689790868999999,0.02900912,4.689790869]",1932,0.198025932,4.689790869,0.768589019,1.157909735,0.02900912,2.161676696,2.805657245,0.102729183
0,11,24,41040,2025-10-14T11:24:00.000-0400,1.769981245,1.122005615,"[0.01804258,0.8840016660000001,1.749960752,2.615919838,3.481878924,0.01804258,3.481878924]",1869,2.428814794,2.482162879,2.280599765,0.606110951,0.01804258,1.316774165,3.481878924,1.545465904
0,11,25,41100,2025-10-14T11:25:00.000-0400,2.007795019,0.593597492,"[1.011377852,1.44334633825,1.8753148245000002,2.30728331075,2.739251797,1.011377852,2.739251797]",1894,2.739251797,2.601444504,1.532729423,1.011377852,1.764428608,2.476162028,1.769942141,2.167023798
0,11,26,41160,2025-10-14T11:26:00.000-0400,1.480734371,1.118927702,"[0.100162008,0.94141728975,1.7826725715000002,2.62392785325,3.465183135,0.100162008,3.465183135]",1853,0.100162008,1.310775387,1.472679641,2.231186836,0.244558226,3.465183135,2.142299455,0.879030283
0,11,27,41220,2025-10-14T11:27:00.000-0400,1.656012389,1.05499092,"[0.083910808,0.77347936675,1.4630479255,2.15261648425,2.842185043,0.083910808,2.842185043]",1916,2.842185043,2.829280711,2.005587703,2.34800781,0.083910808,0.358152733,1.624437835,1.156536471
0,11,28,41280,2025-10-14T11:28:00.000-0400,1.130433393,1.021980056,"[0.138531133,0.713105147,1.2876791610000002,1.8622531750000004,2.436827189,0.138531133,2.436827189]",1934,1.823561045,0.289568525,2.374925968,2.436827189,0.138531133,0.173230868,0.245759496,1.561062922
0,11,29,41340,2025-10-14T11:29:00.000-0400,1.815297212,1.014562985,"[0.0,0.81013866725,1.6202773345,2.4304160017500003,3.240554669,0.0,3.240554669]",1906,3.240554669,1.347830862,2.03900724,1.013045029,0.0,2.099426556,2.057838056,2.724675288
0,11,30,41400,2025-10-14T11:30:00.000-0400,1.437685304,0.732740328,"[0.396510399,0.9913484562500001,1.5861865135000002,2.18102457075,2.775862628,0.396510399,2.775862628]",1867,1.793708849,2.775862628,1.120868266,1.909482052,0.396510399,0.795760633,1.291327039,1.417962569
0,11,31,41460,2025-10-14T11:31:00.000-0400,2.04832142,2.358445357,"[0.210535605,2.03762032075,3.8647050365,5.69178975225,7.518874468,0.210535605,7.518874468]",1932,1.831257134,2.178801305,0.291946469,0.210535605,0.725963708,7.518874468,1.255774121,2.373418554
0,11,32,41520,2025-10-14T11:32:00.000-0400,1.208361822,0.625847536,"[0.503590841,0.97728213125,1.4509734215,1.9246647117499998,2.398356002,0.503590841,2.398356002]",1922,1.060117437,0.682414448,0.503590841,0.881569749,1.822439395,1.014819816,1.303586887,2.398356002
0,11,33,41580,2025-10-14T11:33:00.000-0400,1.80494479,0.886850312,"[0.045715426,0.68651676575,1.3273181054999998,1.9681194452500002,2.608920785,0.045715426,2.608920785]",1948,2.414783986,2.502320337,1.881037234,1.710136222,0.991902195,0.045715426,2.608920785,2.284742133
0,11,34,41640,2025-10-14T11:34:00.000-0400,1.74093495,0.966779284,"[0.233635286,0.86883742825,1.5040395704999998,2.13924171275,2.774443855,0.233635286,2.774443855]",1856,0.233635286,2.015936412,2.774443855,0.816465789,0.831924844,2.314384031,2.633214201,2.307475185
0,11,35,41700,2025-10-14T11:35:00.000-0400,1.452244492,1.323857403,"[0.08575333,0.9552464897499999,1.8247396495,2.69423280925,3.563725969,0.08575333,3.563725969]",1850,0.211373123,3.177452478,1.529595902,0.278054871,0.08575333,3.563725969,1.514357756,1.257642511
0,11,36,41760,2025-10-14T11:36:00.000-0400,1.601076976,0.868334419,"[0.392577941,1.02092969325,1.6492814455000002,2.27763319775,2.90598495,0.392577941,2.90598495]",1921,0.392577941,2.90598495,1.083057867,0.846746359,1.896358258,2.527111488,1.985611178,1.171167769
0,11,37,41820,2025-10-14T11:37:00.000-0400,1.003856103,0.836019669,"[0.201841454,0.7352091689999999,1.2685768839999998,1.8019445989999998,2.335312314,0.201841454,2.335312314]",1861,2.335312314,0.297755034,1.308298294,0.861779738,0.31210092,2.110960067,0.201841454,0.602801006
0,11,38,41880,2025-10-14T11:38:00.000-0400,1.584422444,0.815150231,"[0.341065903,0.940764894,1.540463885,2.140162876,2.739861867,0.341065903,2.739861867]",1957,1.181887025,2.576774754,1.610991576,1.635622318,0.819098632,0.341065903,1.77007748,2.739861867
0,11,39,41940,2025-10-14T11:39:00.000-0400,2.47996151,2.369400288,"[0.570706083,2.41610328775,4.2615004925,6.10689769725,7.952294902,0.570706083,7.952294902]",1895,2.167970935,1.129806541,3.072018905,0.762332513,0.570706083,1.788073147,2.396489054,7.952294902
0,11,40,42000,2025-10-14T11:40:00.000-0400,1.530712507,0.92633952,"[0.457741532,1.0844866202499999,1.7112317085,2.33797679675,2.964721885,0.457741532,2.964721885]",1866,2.118885118,2.587261381,0.809954855,1.177861459,0.705197199,1.424076629,0.457741532,2.964721885
0,11,41,42060,2025-10-14T11:41:00.000-0400,0.94063908,0.939104883,"[0.0,0.619241993,1.238483986,1.857725979,2.476967972,0.0,2.476967972]",1897,0.601189999,0.210559399,0.0,2.315705261,0.59021283,0.904799735,0.425677447,2.476967972
0,11,42,42120,2025-10-14T11:42:00.000-0400,1.817578878,0.835462162,"[0.197342574,0.837321462,1.4773003500000002,2.117279238,2.757258126,0.197342574,2.757258126]",1952,1.962288878,2.757258126,1.801127445,2.354307624,0.197342574,2.61213022,1.169429018,1.686747142
0,11,43,42180,2025-10-14T11:43:00.000-0400,1.175704286,0.823729599,"[0.0,0.50635001075,1.0127000215,1.51905003225,2.025400043,0.0,2.025400043]",1881,1.865552376,1.608924365,0.178467916,2.025400043,0.568987952,0.0,1.962397735,1.195903904
0,11,44,42240,2025-10-14T11:44:00.000-0400,1.589241385,0.748814046,"[0.858134599,1.41091051975,1.9636864405,2.5164623612500003,3.069238282,0.858134599,3.069238282]",1881,1.583095348,1.615570816,1.100795251,1.189069277,1.019110764,0.858134599,2.278916744,3.069238282
0,11,45,42300,2025-10-14T11:45:00.000-0400,2.036019179,0.851201665,"[0.960406909,1.50430012175,2.0481933345,2.59208654725,3.13597976,0.960406909,3.13597976]",1956,1.688313402,1.627508118,3.089334201,1.242183626,0.960406909,1.740259215,2.804168197,3.13597976
0,11,46,42360,2025-10-14T11:46:00.000-0400,1.578561128,0.609630434,"[0.671035474,1.1212388755,1.571442277,2.0216456785,2.47184908,0.671035474,2.47184908]",1864,1.726725991,2.47184908,1.59561581,1.367515928,0.957998167,0.671035474,2.303887557,1.533861017
0,11,47,42420,2025-10-14T11:47:00.000-0400,1.458503492,1.170412946,"[0.0,0.74159690125,1.4831938025,2.22479070375,2.966387605,0.0,2.966387605]",1866,0.283336091,2.662197684,0.353798582,0.0,1.091576132,2.028920146,2.281811697,2.966387605
0,11,48,42480,2025-10-14T11:48:00.000-0400,2.433302317,1.715741843,"[0.705599568,2.05742729325,3.4092550184999997,4.76108274375,6.112910469,0.705599568,6.112910469]",1898,2.76172162,2.634638693,6.112910469,0.819367504,1.836535441,0.705599568,1.613755298,2.981889942
0,11,49,42540,2025-10-14T11:49:00.000-0400,1.179891202,1.337914813,"[0.0,0.9553296,1.9106592,2.8659888000000002,3.8213184,0.0,3.8213184]",1958,0.729198541,3.8213184,0.893281459,0.818969304,0.0,0.298530435,2.629359683,0.248471793
0,11,50,42600,2025-10-14T11:50:00.000-0400,1.288750648,0.520595074,"[0.753974204,1.08215431425,1.4103344245000002,1.7385145347500002,2.066694645,0.753974204,2.066694645]",1894,0.800947994,1.907992906,1.010576476,1.68659849,1.157193467,2.066694645,0.926027003,0.753974204
0,11,51,42660,2025-10-14T11:51:00.000-0400,1.382382917,0.772610947,"[0.027339037,0.62657766075,1.2258162845,1.82505490825,2.424293532,0.027339037,2.424293532]",1900,2.424293532,1.037539085,0.027339037,0.791602728,1.72472932,1.32370825,1.546731764,2.183119618
0,11,52,42720,2025-10-14T11:52:00.000-0400,1.230558825,1.097469492,"[0.0,0.6145445965,1.229089193,1.8436337895000001,2.458178386,0.0,2.458178386]",1844,1.16391485,2.295817535,0.0,2.398979808,0.015397902,0.05663782,2.458178386,1.455544295
0,11,53,42780,2025-10-14T11:53:00.000-0400,1.947591988,1.284398523,"[0.26229869,1.1359053182499999,2.0095119465,2.8831185747499997,3.756725203,0.26229869,3.756725203]",1880,1.330114118,3.72145098,1.089700182,0.26229869,1.569806603,1.208719198,3.756725203,2.641920931
0,11,54,42840,2025-10-14T11:54:00.000-0400,1.368557884,0.943109009,"[0.201631965,0.8414419562500001,1.4812519475,2.12106193875,2.76087193,0.201631965,2.76087193]",1934,2.76087193,1.15946564,0.201631965,1.508334156,0.881622334,0.309651242,2.582360458,1.544525347
